text_1,text_2,text_3,text_4,constructive,test_1,test_2,test_3,test_4
"the ford harper nation , alive well canada , detriment nation .","the ford harper nation , alive well canada , detriment nation .","the ford harper nation , be alive and well in canada , but to the detriment of the nation .","the ford harper nation , be alive and well in canada , but to the detriment of the nation .",0,1,1,1,1
"not smart move male student , somehow i sense bill clinton show halifax speech place would pack rafter .","not smart move male student , somehow i sense bill clinton show halifax speech place would pack rafter .","not a very smart move by the male student , but somehow i sense that if bill clinton show up in halifax for a speech the place would be pack to the rafter .","not a very smart move by the male student , but somehow i sense that if bill clinton show up in halifax for a speech the place would be pack to the rafter .",0,1,1,1,1
"let we proportional respresentation every vote count . i sick false majority , con lib .","let we proportional respresentation every vote count . i sick false majority , con lib .","let we have proportional respresentation too and then every vote will count . i be sick of the false majority , be they con or lib .","let we have proportional respresentation too and then every vote will count . i be sick of the false majority , be they con or lib .",0,1,1,1,1
"oh , hum .................","oh , hum .................","oh , hum .................","oh , hum .................",0,1,1,1,1
a guy like trudeau think foot lick chop chance take harper open public debate .,a guy like trudeau think foot lick chop chance take harper open public debate .,a guy like trudeau who can think on his foot will be lick his chop for a chance to take out harper in open public debate .,a guy like trudeau who can think on his foot will be lick his chop for a chance to take out harper in open public debate .,0,1,1,1,1
real grass mud good astroturf .,real grass mud good astroturf .,real grass and mud be good than astroturf .,real grass and mud be good than astroturf .,0,1,1,1,1
the globe never live editorial position down .,the globe never live editorial position down .,the globe will never live this editorial position down .,the globe will never live this editorial position down .,0,1,1,1,1
trial be over .... the truth be apparent ..... whether you like it or not ...... the system work ........,trial be over .... the truth be apparent ..... whether you like it or not ...... the system work ........,trial be over .... the truth be apparent ..... whether you like it or not ...... the system work ........,trial be over .... the truth be apparent ..... whether you like it or not ...... the system work ........,0,1,1,1,1
the risk marvelous piece jeffrey conservative base miss ' not ' many suffer apostrophe misuse !,the risk marvelous piece jeffrey conservative base miss ' not ' many suffer apostrophe misuse !,the risk of your marvelous piece jeffrey be that the conservative base will miss the ' not ' in do not as many of they suffer from apostrophe misuse !,the risk of your marvelous piece jeffrey be that the conservative base will miss the ' not ' in do not as many of they suffer from apostrophe misuse !,0,1,1,1,1
the adoration give way realization love turn hate ....... the deception deep,the adoration give way realization love turn hate ....... the deception deep,the adoration will give way to realization then the love will turn to hate ....... the deception be so very deep,the adoration will give way to realization then the love will turn to hate ....... the deception be so very deep,0,1,1,1,1
counter point jeffrey . http://www.edmontonsun.com/2014/04/15/right-reforms-wrong-salesman,counter point jeffrey . http://www.edmontonsun.com/2014/04/15/right-reforms-wrong-salesman,counter point jeffrey . http://www.edmontonsun.com/2014/04/15/right-reforms-wrong-salesman,counter point jeffrey . http://www.edmontonsun.com/2014/04/15/right-reforms-wrong-salesman,0,1,1,1,1
not hopeful ontario 's fiscal situation soon resolve . premier degree linguistics adult education . be really ' qualified ' handle multi billion economy ?,not hopeful ontario 's fiscal situation soon resolve . premier degree linguistics adult education . be really ' qualified ' handle multi billion economy ?,not very hopeful that ontario 's fiscal situation will soon be resolve . premier have a degree in linguistics and adult education . be she really ' qualified ' to handle a multi billion economy ?,not very hopeful that ontario 's fiscal situation will soon be resolve . premier have a degree in linguistics and adult education . be she really ' qualified ' to handle a multi billion economy ?,0,1,1,1,1
do joe oliver know actually liberals run 8 consecutive balanced budget pay $ 100 billion debt simple steve run 8 consecutive deficit add nearly $ 200 billion debt ?,do joe oliver know actually liberals run 8 consecutive balanced budget pay $ 100 billion debt simple steve run 8 consecutive deficit add nearly $ 200 billion debt ?,do joe oliver know it be the actually the liberals that run 8 consecutive balanced budget and pay off over $ 100 billion of debt and that simple steve run 8 consecutive deficit and add nearly $ 200 billion to the debt ?,do joe oliver know it be the actually the liberals that run 8 consecutive balanced budget and pay off over $ 100 billion of debt and that simple steve run 8 consecutive deficit and add nearly $ 200 billion to the debt ?,0,1,1,1,1
another socialist big government wet dream show be . a waste taxpayer money . a waste break break government deep debt can not even find term fiscal responsibility dictionary .,another socialist big government wet dream show be . a waste taxpayer money . a waste break break government deep debt can not even find term fiscal responsibility dictionary .,another socialist big government wet dream show for what it be . a waste of taxpayer money . a waste from a broke and break government so deep in debt they can not even find the term fiscal responsibility in the dictionary .,another socialist big government wet dream show for what it be . a waste of taxpayer money . a waste from a broke and break government so deep in debt they can not even find the term fiscal responsibility in the dictionary .,0,1,1,1,1
"computer must self - work robot ... and i always think human need operate they ; human outsource greedy dismissive corporation bank . a lame excuse condon outsource , ms. vente .","computer must self - work robot ... and i always think human need operate they ; human outsource greedy dismissive corporation bank . a lame excuse condon outsource , ms. vente .","computer must be self - work robot ... and i always think that human be need to operate they ; the human outsource by greedy and dismissive corporation and bank . a lame excuse condon outsource , by ms. vente .","computer must be self - work robot ... and i always think that human be need to operate they ; the human outsource by greedy and dismissive corporation and bank . a lame excuse condon outsource , by ms. vente .",0,1,1,1,1
"whatever problem ambitious plan other , sure get effort behalf environment conservative type -- person think scientist scam artist , dinosaur role model , planet expendable .","whatever problem ambitious plan other , sure get effort behalf environment conservative type -- person think scientist scam artist , dinosaur role model , planet expendable .","whatever the problem with this ambitious plan or other , we sure will not be get any effort on behalf of the environment from our conservative type -- person who think that scientist be scam artist , dinosaur be role model , and the planet be expendable .","whatever the problem with this ambitious plan or other , we sure will not be get any effort on behalf of the environment from our conservative type -- person who think that scientist be scam artist , dinosaur be role model , and the planet be expendable .",0,1,1,1,1
"the pendulum swing . the word edward kennedy use politician defeat , stripe , pro-life , pro-choice , pro-gun , anti-free trade , anti-war , pro-war , matter . to never die , dream good .","the pendulum swing . the word edward kennedy use politician defeat , stripe , pro-life , pro-choice , pro-gun , anti-free trade , anti-war , pro-war , matter . to never die , dream good .","the pendulum swing . the word of edward kennedy can be use by any politician after a defeat , of any stripe , by pro-life , pro-choice , pro-gun , anti-free trade , anti-war , pro-war , it do not matter . to never die , a dream do not have to be good .","the pendulum swing . the word of edward kennedy can be use by any politician after a defeat , of any stripe , by pro-life , pro-choice , pro-gun , anti-free trade , anti-war , pro-war , it do not matter . to never die , a dream do not have to be good .",0,1,1,1,1
must nice voter property multiple riding move vote freely slap face average citizen tip close riding,must nice voter property multiple riding move vote freely slap face average citizen tip close riding,must be nice to have voter who own property in multiple riding that they can move their vote so freely be to slap the face of average citizen as they tip close riding,must be nice to have voter who own property in multiple riding that they can move their vote so freely be to slap the face of average citizen as they tip close riding,0,1,1,1,1
"nine cop shoot 18 year old . this guy cost 1.5 billion year ' protection person property ' , truly ironic line item . just another thing forget blair come around , hat hand , next year .","nine cop shoot 18 year old . this guy cost 1.5 billion year ' protection person property ' , truly ironic line item . just another thing forget blair come around , hat hand , next year .","nine cop to shoot a 18 year old . this guy be cost you over 1.5 billion a year for ' protection to person and property ' , a truly ironic line item . just another thing you will all forget when blair come around , hat in hand , next year .","nine cop to shoot a 18 year old . this guy be cost you over 1.5 billion a year for ' protection to person and property ' , a truly ironic line item . just another thing you will all forget when blair come around , hat in hand , next year .",0,1,1,1,1
"tabatha , tabatha , tabatha , wake smell coffee , poll show 67 percent canadian support kellie leitch 's idea . ( liberals 57 percent , new democrat 59 percent conservatives 87 percent ) .","tabatha , tabatha , tabatha , wake smell coffee , poll show 67 percent canadian support kellie leitch 's idea . ( liberals 57 percent , new democrat 59 percent conservatives 87 percent ) .","tabatha , tabatha , tabatha , wake up and smell the coffee , poll show that 67 percent of canadian support kellie leitch 's idea . ( liberals 57 percent , new democrat 59 percent and conservatives 87 percent ) .","tabatha , tabatha , tabatha , wake up and smell the coffee , poll show that 67 percent of canadian support kellie leitch 's idea . ( liberals 57 percent , new democrat 59 percent and conservatives 87 percent ) .",0,1,1,1,1
the alt - leave prog try stifle free speech would like . ultimately successful society whole intelligent pragmatic push back extremism .,the alt - leave prog try stifle free speech would like . ultimately successful society whole intelligent pragmatic push back extremism .,the alt - leave prog can try and stifle free speech all they would like . ultimately they will not be successful because society on the whole be intelligent and pragmatic and there will be push back against extremism .,the alt - leave prog can try and stifle free speech all they would like . ultimately they will not be successful because society on the whole be intelligent and pragmatic and there will be push back against extremism .,0,1,1,1,1
of course wrong take money . i be sure still think nothing wrong legally not . he shame give back money .,of course wrong take money . i be sure still think nothing wrong legally not . he shame give back money .,of course it be wrong for he to take the money . i be sure he still think he do nothing wrong and legally he do not . he be shame into give back the money .,of course it be wrong for he to take the money . i be sure he still think he do nothing wrong and legally he do not . he be shame into give back the money .,0,1,1,1,1
reason trump gop underestimate many racist exist within party . they love trump trump speak bigot racist language .,"reason trump , gop underestimate many racist exist within party . they love trump trump speak bigot racist language .",only reason for trump be gop underestimate how many racist exist within the party . they love trump because trump speak their bigot racist language .,"only reason for trump , be gop underestimate how many racist exist within the party . they love trump because trump speak their bigot racist language .",0,1,1,1,1
"harper bad breathe elevator , rain parade , irritating ache elbow , deeply detest : departure shall great relief .","harper bad breathe elevator , rain parade , irritating ache elbow , deeply detest : departure shall great relief .","harper be the bad breathe in the elevator , the rain on the parade , the irritating ache in the elbow , deeply detest : his departure shall be a great relief .","harper be the bad breathe in the elevator , the rain on the parade , the irritating ache in the elbow , deeply detest : his departure shall be a great relief .",0,1,1,1,1
"some anal porn online downright shocking . there many naughty , naughty girl there .","some anal porn online downright shocking . there many naughty , naughty girl there .","some of the anal porn online be downright shocking . there be many naughty , naughty girl out there .","some of the anal porn online be downright shocking . there be many naughty , naughty girl out there .",0,1,1,1,1
"the death liberal canada ? well , hope can not we ?","the death liberal canada ? well , hope can not we ?","the death of liberal canada ? well , we can hope can not we ?","the death of liberal canada ? well , we can hope can not we ?",0,1,1,1,1
i guess stand right oppress woman continue wear celebrate symbol oppression even country stand oppression .,i guess stand right oppress woman continue wear celebrate symbol oppression even country stand oppression .,i guess we all stand for the right of oppress woman to continue wear and celebrate their symbol of oppression even in a country that stand against oppression .,i guess we all stand for the right of oppress woman to continue wear and celebrate their symbol of oppression even in a country that stand against oppression .,0,1,1,1,1
this writer o.k. we tax payer pay harper 's hair stylist ? nit pick alive well canada .,this writer o.k. we tax payer pay harper 's hair stylist ? nit pick alive well canada .,this writer be o.k. with we tax payer pay for harper 's hair stylist ? nit pick be alive and well in canada .,this writer be o.k. with we tax payer pay for harper 's hair stylist ? nit pick be alive and well in canada .,0,1,1,1,1
the 9/11 2016,the 9/11 2016,the 9/11 of 2016,the 9/11 of 2016,0,1,1,1,1
anything ezra levant involve journalism . good move rachel notley call ugly brand journalism .,anything ezra levant involve journalism . good move rachel notley call ugly brand journalism .,anything that ezra levant be involve with be not journalism . good move by rachel notley in call he out and his ugly brand of journalism .,anything that ezra levant be involve with be not journalism . good move by rachel notley in call he out and his ugly brand of journalism .,0,1,1,1,1
"i open healthcare . dead hospital bed , harper . call election , kiss wall israel .","i open healthcare . dead hospital bed , harper . call election , kiss wall israel .","i be open healthcare . dead on the hospital bed , harper . call the election , kiss more wall in israel .","i be open healthcare . dead on the hospital bed , harper . call the election , kiss more wall in israel .",0,1,1,1,1
the uk 2 year leave eu i wonder g&m around cover it ?,the uk 2 year leave eu - i wonder g&m around cover it ?,the uk have 2 year to leave the eu i wonder if the g&m will be around to cover it ?,the uk have 2 year to leave the eu - i wonder if the g&m will be around to cover it ?,0,1,1,1,1
if obama understand voter elect twice ? both time set record total vote ever presidential candidate .,if obama understand voter elect twice ? both time set record total vote ever presidential candidate .,if obama do not understand voter why be he elect twice ? both time set record for most total vote ever for a presidential candidate .,if obama do not understand voter why be he elect twice ? both time set record for most total vote ever for a presidential candidate .,0,1,1,1,1
i believe conventional polite society find something good say recently dead . mr. trudeau merely observe civility international affair . let we exaggerate .,i believe conventional polite society find something good say recently dead . mr. trudeau merely observe civility international affair . let we exaggerate .,i believe it be conventional in polite society to find something good to say about the recently dead . mr. trudeau be merely observe the civility of international affair . let we not exaggerate .,i believe it be conventional in polite society to find something good to say about the recently dead . mr. trudeau be merely observe the civility of international affair . let we not exaggerate .,0,1,1,1,1
be not jenny byrne harper 's campaign manager dump late campaign good ?,be not jenny byrne harper 's campaign manager dump late campaign good ?,be not jenny byrne harper 's campaign manager until he dump her too late in the campaign to do any good ?,be not jenny byrne harper 's campaign manager until he dump her too late in the campaign to do any good ?,0,1,1,1,1
"of course need two nanny suggest one nanny work well beyound regular shift , would look child attend function evening , go business trip etc. .","of course need two nanny - suggest one nanny work well beyound regular shift , would look child attend function evening , go business trip etc. .","of course she need two nanny be you suggest that the one nanny work well beyound a regular shift , who would look after the child when they attend function in the evening , go on business trip etc. .","of course she need two nanny - be you suggest that the one nanny work well beyound a regular shift , who would look after the child when they attend function in the evening , go on business trip etc. .",0,1,1,1,1
"lawrence martin 's political writing 1970s replay , on .","lawrence martin 's political writing 1970s replay , on .","lawrence martin 's political writing be the 1970s on replay , on and on and on and on and on .","lawrence martin 's political writing be the 1970s on replay , on and on and on and on and on .",0,1,1,1,1
"eat , drink merry tomorrow fry .","eat , drink merry tomorrow fry .","eat , drink and be merry for tomorrow we fry .","eat , drink and be merry for tomorrow we fry .",0,1,1,1,1
"until islam undergo reformation christianity , issue persist .","until islam undergo reformation christianity , issue persist .","until islam undergo a reformation as do christianity , this issue will persist .","until islam undergo a reformation as do christianity , this issue will persist .",0,1,1,1,1
the senate institution welfare never lead gainful employment .,the senate institution welfare never lead gainful employment .,the senate be a institution of welfare that never lead to gainful employment .,the senate be a institution of welfare that never lead to gainful employment .,0,1,1,1,1
he certainly do . we need science evidence base inform decision come # goc. #climate huge press issue trudeau need put place climate round table immediately transparent process .,he certainly do . we need science evidence base inform decision come # goc. #climate huge press issue trudeau need put place climate round table immediately transparent process .,he most certainly do . we need science evidence base inform decision come from # goc . #climate be a huge press issue and trudeau need to put in place a climate round table immediately with transparent process .,he most certainly do . we need science evidence base inform decision come from # goc . #climate be a huge press issue and trudeau need to put in place a climate round table immediately with transparent process .,0,1,1,1,1
"i think un main template leave wing chattering class display worldly naivete , could go wrong constantly assign fox guard henhouse , again , again again .","i think un main template leave wing chattering class display worldly naivete , could go wrong constantly assign fox guard henhouse , again , again again .","i think the un be the main template for the left wing chattering class to display their worldly naivete , what could go wrong with constantly assign the fox to guard the henhouse , again , again and again .","i think the un be the main template for the left wing chattering class to display their worldly naivete , what could go wrong with constantly assign the fox to guard the henhouse , again , again and again .",0,1,1,1,1
canada gun problem problem quality editorial major news outlet .,canada gun problem problem quality editorial major news outlet .,canada do not have a gun problem but do have a problem with the quality of its editorial in some of the major news outlet .,canada do not have a gun problem but do have a problem with the quality of its editorial in some of the major news outlet .,0,1,1,1,1
"canada gun problem ? yeah , armed enough !","canada gun problem ? yeah , armed enough !","canada have a gun problem ? yeah , we be not armed enough !","canada have a gun problem ? yeah , we be not armed enough !",0,1,1,1,1
the globe mail content problem,the globe mail content problem,the globe and mail have a content problem,the globe and mail have a content problem,0,1,1,1,1
that make feel mildly nauseous,that make feel mildly nauseous,that make i feel mildly nauseous,that make i feel mildly nauseous,0,1,1,1,1
it sure would nice see justin trudeau get day without evoke memory father . then that be really he be get go he .,it sure would nice see justin trudeau get day without evoke memory father . then that be really he be get go he .,it sure would be nice to see justin trudeau get through a day without evoke the memory of his father . then again that be really all he be get go for he .,it sure would be nice to see justin trudeau get through a day without evoke the memory of his father . then again that be really all he be get go for he .,0,1,1,1,1
and wonder recent university grad hard time find job .,and wonder recent university grad hard time find job .,and then they wonder why our recent university grad have such a hard time find a job .,and then they wonder why our recent university grad have such a hard time find a job .,0,1,1,1,1
same old liberal tactic . be sufficiently smug demeaning even entertain question issue like discuss pc world .,same old liberal tactic . be sufficiently smug demeaning even entertain question issue like discuss pc world .,same old liberal tactic . be sufficiently smug and demeaning and we will not have to even entertain question about issue we do not like to discuss in our pc world .,same old liberal tactic . be sufficiently smug and demeaning and we will not have to even entertain question about issue we do not like to discuss in our pc world .,0,1,1,1,1
big surprise .....,big surprise .....,big surprise .....,big surprise .....,0,1,1,1,1
wente investigate monsanto 's strangle hold cotton seed cause many thousand indian farmer kill themselves . gmo either ' more ' ' good ' control monsanto . http://www.globalresearch.ca/the-seeds-of-suicide-how-monsanto-destroys-farming/5329947,wente investigate monsanto 's strangle hold cotton seed cause many thousand indian farmer kill themselves . gmo either ' more ' ' good ' control monsanto . http://www.globalresearch.ca/the-seeds-of-suicide-how-monsanto-destroys-farming/5329947,wente should investigate how monsanto 's strangle hold on cotton seed be cause many thousand of indian farmer to kill themselves . gmo be not about either ' more ' or ' good ' they be about control for monsanto . http://www.globalresearch.ca/the-seeds-of-suicide-how-monsanto-destroys-farming/5329947,wente should investigate how monsanto 's strangle hold on cotton seed be cause many thousand of indian farmer to kill themselves . gmo be not about either ' more ' or ' good ' they be about control for monsanto . http://www.globalresearch.ca/the-seeds-of-suicide-how-monsanto-destroys-farming/5329947,0,1,1,1,1
who exactly ' poise take syrians ? not anyone i know matter . canada enough internal issue huge deficit ... let deal first .,who exactly ' poise ' take syrians ? not anyone i know matter . canada enough internal issue huge deficit ... let deal first .,who exactly be ' poise to take in more syrians ? not i or anyone i know for that matter . canada have enough internal issue and a huge deficit ... let deal with that first .,who exactly be ' poise ' to take in more syrians ? not i or anyone i know for that matter . canada have enough internal issue and a huge deficit ... let deal with that first .,0,1,1,1,1
"mulroney introduce gst , martin milk cow pay deficit . each era different . too easy make comparison without indepth datum .","mulroney introduce gst , martin milk cow pay deficit . each era different . too easy make comparison without indepth datum .","mulroney introduce the gst , and martin milk that cow to pay down the deficit . each era have be different . too easy to make comparison without more indepth datum .","mulroney introduce the gst , and martin milk that cow to pay down the deficit . each era have be different . too easy to make comparison without more indepth datum .",0,1,1,1,1
"how this ? reword one say ' we need find easy way help immigrant integrate canadian society . ' of course , would cost money , may politician want to , know , screen person .","how this ? reword one say ' we need find easy way help immigrant integrate canadian society . ' of course , would cost money , may politician want to , know , screen person .","how about this ? reword it so that one say ' we need to find easy way to help immigrant integrate into canadian society . ' of course , this would cost money , which may be why some politician want to , you know , screen person .","how about this ? reword it so that one say ' we need to find easy way to help immigrant integrate into canadian society . ' of course , this would cost money , which may be why some politician want to , you know , screen person .",0,1,1,1,1
"harper apparently understand office give massive gift legislator know corruption . he say unhappy senatorial excess , scandal corruption executive .","harper apparently understand office give massive gift legislator know corruption . he say unhappy senatorial excess , scandal corruption executive .","harper apparently do not understand that when his office give massive gift to legislator that be know as corruption . he say he be unhappy with senatorial excess , but the scandal here be corruption from the executive .","harper apparently do not understand that when his office give massive gift to legislator that be know as corruption . he say he be unhappy with senatorial excess , but the scandal here be corruption from the executive .",0,1,1,1,1
"the chief justice job professionally nadon situation , always do , reward harper sleazy smear , repeat attorney general mckay . shame both . canadian can not let pass unnoticed .","the chief justice job professionally nadon situation , always do , reward harper sleazy smear , repeat attorney general mckay . shame both . canadian can not let pass unnoticed .","the chief justice do her job professionally in the nadon situation , as she always do , and her reward from harper be a sleazy smear , repeat by attorney general mckay . shame on they both . canadian can not let this pass unnoticed .","the chief justice do her job professionally in the nadon situation , as she always do , and her reward from harper be a sleazy smear , repeat by attorney general mckay . shame on they both . canadian can not let this pass unnoticed .",0,1,1,1,1
do anyone answer ? what alternative solve problem ? simply change one party another means solve issue seem work now ?,do anyone answer ? what alternative solve problem ? simply change one party another means solve issue seem work - now ?,do anyone have answer ? what be the alternative to solve this problem ? simply change from one party to another as a means to solve the issue do not seem to work so where to now ?,do anyone have answer ? what be the alternative to solve this problem ? simply change from one party to another as a means to solve the issue do not seem to work - so where to now ?,0,1,1,1,1
be old dumb man goose gossage ?,be old dumb man goose gossage ?,be that old dumb man goose gossage ?,be that old dumb man goose gossage ?,0,1,1,1,1
more swill truly clueless leave wing bulldog . the hypocrisy ' writing ' never cease amaze i . this good g&m ? laughable ...,more swill truly clueless leave wing bulldog . the hypocrisy ' writing ' never cease amaze i . this good g&m ? laughable ...,more swill from a truly clueless left wing bulldog . the hypocrisy in her ' writing ' never cease to amaze i . this be the good you have g&m ? laughable ...,more swill from a truly clueless left wing bulldog . the hypocrisy in her ' writing ' never cease to amaze i . this be the good you have g&m ? laughable ...,0,1,1,1,1
all politician 's tax spend ' that be government work . the key right balance . they ' slash burn ' problem pc 's ontario . when get tea party idiot canada !!,all politician 's tax spend ' - that be government work . the key right balance . they ' slash burn ' - problem pc 's ontario . when get tea party idiot canada !!,all politician 's tax and spend ' that be how government work . the key be have the right balance . they do not all ' slash and burn ' which be the problem with the pc 's in ontario . when do we get the tea party idiot in canada !!,all politician 's tax and spend ' - that be how government work . the key be have the right balance . they do not all ' slash and burn ' - which be the problem with the pc 's in ontario . when do we get the tea party idiot in canada !!,0,1,1,1,1
the anonymous troll fun today .,the anonymous troll fun today .,the anonymous troll be have fun today .,the anonymous troll be have fun today .,0,1,1,1,1
stup article yet !,stup article yet !,this be just about the stup article yet !,this be just about the stup article yet !,0,1,1,1,1
"for media horrified long election campaign , sure fire thier ol ' lefty campaign machine quickly . look like jeff column sitting drawer next wig quite while ..","for media horrified long election campaign , sure fire thier ol ' lefty campaign machine quickly . look like jeff column sitting drawer next wig quite while ..","for a media that be so horrified at a long election campaign , they sure fire up thier ol ' lefty campaign machine quickly . look like jeff have have this column sit in his drawer next to his wig for quite a while ..","for a media that be so horrified at a long election campaign , they sure fire up thier ol ' lefty campaign machine quickly . look like jeff have have this column sit in his drawer next to his wig for quite a while ..",0,1,1,1,1
where man 's moral outrage flanagan ask murder julian assange ? you can not way dude !,where man 's moral outrage flanagan ask murder julian assange ? you can not way dude !,where be this man 's moral outrage when flanagan be ask for the murder of julian assange ? you can not have it both way dude !,where be this man 's moral outrage when flanagan be ask for the murder of julian assange ? you can not have it both way dude !,0,1,1,1,1
"i seem bigotry alive well , ok time secular variety .","i seem bigotry alive well , ok time secular variety .","i seem bigotry be alive and well , but it be ok because this time it a secular variety .","i seem bigotry be alive and well , but it be ok because this time it a secular variety .",0,1,1,1,1
"the soon we , include media , stop talk fords , soon forget ! the ' silence ' death good punishment mete case .","the soon we , include media , stop talk fords , soon forget ! the ' silence ' death good punishment mete case .","the soon we , include all media , stop talk about the fords , the soon they will be forget ! the ' silence ' death be the good punishment that can be mete out in this case .","the soon we , include all media , stop talk about the fords , the soon they will be forget ! the ' silence ' death be the good punishment that can be mete out in this case .",0,1,1,1,1
look outcome refugee intake work sweden . now that be nightmare .,look outcome refugee intake work sweden . now that be nightmare .,look at the outcome of how refugee intake have work out for sweden . now that be a nightmare .,look at the outcome of how refugee intake have work out for sweden . now that be a nightmare .,0,1,1,1,1
be find legally get guilty find ethical .,be find legally get guilty find ethical .,be find legally get guilty be not the same as be find ethical .,be find legally get guilty be not the same as be find ethical .,0,1,1,1,1
"bravo . let tolerance , equity freedom password , let trump fear hatred .","bravo . let tolerance , equity freedom password , let trump fear hatred .","bravo . let tolerance , equity and freedom be our password , and let they trump fear and hatred .","bravo . let tolerance , equity and freedom be our password , and let they trump fear and hatred .",0,1,1,1,1
' opposite day supreme court 'that line fall laugh !,' opposite day supreme court 'that line fall laugh !,' opposite day at the supreme court 'that line have i fall down laugh !,' opposite day at the supreme court 'that line have i fall down laugh !,0,1,1,1,1
liberal gas tax rebate municipality $ 600 million yearconservative gas tax rebate municipality $ 2 billion year,liberal gas tax rebate municipality - $ 600 million yearconservative gas tax rebate municipality - $ 2 billion year,liberal gas tax rebate to municipality $ 600 million a yearconservative gas tax rebate to municipality $ 2 billion a year,liberal gas tax rebate to municipality - $ 600 million a yearconservative gas tax rebate to municipality - $ 2 billion a year,0,1,1,1,1
what shariah compliant mean exactly ?,what shariah compliant mean exactly ?,what do shariah compliant mean exactly ?,what do shariah compliant mean exactly ?,0,1,1,1,1
we fly car . they call airplane .,we fly car . they call airplane .,we do have fly car . they be call airplane .,we do have fly car . they be call airplane .,0,1,1,1,1
who write headline ?,who write headline ?,who write this headline ?,who write this headline ?,0,1,1,1,1
excellent article !!,excellent article !!,excellent article !!,excellent article !!,0,1,1,1,1
a remarkably clear editorial canadian business publication . and position clearly support voter last election .,a remarkably clear editorial canadian business publication . and position clearly support voter last election .,a remarkably clear editorial for a canadian business publication . and a position clearly support by voter in the last election .,a remarkably clear editorial for a canadian business publication . and a position clearly support by voter in the last election .,0,1,1,1,1
"genetic variation effect , cause . natural selection cause . wente confuse this .","genetic variation effect , cause . natural selection cause . wente confuse this .","genetic variation be a effect , not a cause . natural selection be the cause . wente be confused about this .","genetic variation be a effect , not a cause . natural selection be the cause . wente be confused about this .",0,1,1,1,1
so first thing guy want nullify reverse brexit result . i guess democracy well good peon wander reservation .,so first thing guy want nullify reverse brexit result . i guess democracy well good peon wander reservation .,so the first thing this guy want to do be nullify or reverse this brexit result . i guess democracy be all well and good until the peon wander off the reservation .,so the first thing this guy want to do be nullify or reverse this brexit result . i guess democracy be all well and good until the peon wander off the reservation .,0,1,1,1,1
"many commenter say government that , government person suggest ? what local do , government favour ? need action , talk only .","many commenter say government that , government person suggest ? what local do , government favour ? need action , talk only .","many commenter say the government should do this and that , will the government do what person suggest ? what can the local do , if their government do not do any in their favour ? need action , not talk only .","many commenter say the government should do this and that , will the government do what person suggest ? what can the local do , if their government do not do any in their favour ? need action , not talk only .",0,1,1,1,1
very well say . it still scare though think harper three time .,very well say . it still scare though think harper three time .,very well say . it still scare i though to think that harper win three time .,very well say . it still scare i though to think that harper win three time .,0,1,1,1,1
enough harper - worship .,enough harper - worship .,enough harper - worship .,enough harper - worship .,0,1,1,1,1
banking foreign policy dominate election dubious bet .,banking foreign policy dominate election dubious bet .,banking on foreign policy to dominate a election be a dubious bet .,banking on foreign policy to dominate a election be a dubious bet .,0,1,1,1,1
"read ms w 's column interest ; good sense american person see through veneer mr t see substance man wait ! i fear veneer substance one same . on somewhat unrelated matter i see long sufficient describe gender simple term ; no , i long simply male , rather i transgendered ( cisgendered ) . please , little sanity .","read ms w 's column interest ; good sense american person see through veneer mr t see substance man - wait ! i fear veneer substance one same . on somewhat unrelated matter i see long sufficient describe gender simple term ; no , i long simply male , rather i transgendered ( cisgendered ) . please , little sanity .","read ms w 's column with interest ; it be up to the good sense of the american person to see through the veneer of mr t and see the substance of the man but wait ! i fear the veneer and the substance be one and the same . on a somewhat unrelated matter i see it be no long sufficient for i to describe my gender in that simple term ; no , i be no long simply a male , rather i be not transgendered ( cisgendered ) . please , a little sanity .","read ms w 's column with interest ; it be up to the good sense of the american person to see through the veneer of mr t and see the substance of the man - but wait ! i fear the veneer and the substance be one and the same . on a somewhat unrelated matter i see it be no long sufficient for i to describe my gender in that simple term ; no , i be no long simply a male , rather i be not transgendered ( cisgendered ) . please , a little sanity .",0,1,1,1,1
what happen makayla sault ? what present condition parent refuse chemotherapy her ? outcome provide significant indicator whether benefit alternative treatment really exist .,what happen makayla sault ? what present condition parent refuse chemotherapy her ? outcome provide significant indicator whether benefit alternative treatment really exist .,what happen to makayla sault ? what be her present condition after her parent refuse chemotherapy for her ? outcome provide a significant indicator whether the benefit of alternative treatment really exist .,what happen to makayla sault ? what be her present condition after her parent refuse chemotherapy for her ? outcome provide a significant indicator whether the benefit of alternative treatment really exist .,0,1,1,1,1
"there be lot concern canadian job lose off - shoring work . how canadian job lose tfw program , inter-company transfer abuse , excessive level immigration ?","there be lot concern canadian job lose off - shoring work . how canadian job lose tfw program , inter-company transfer abuse , excessive level immigration ?","there be lot of concern here about canadian job lose to off - shoring work . how about canadian job lose to the tfw program , inter-company transfer abuse , and the excessive level of immigration ?","there be lot of concern here about canadian job lose to off - shoring work . how about canadian job lose to the tfw program , inter-company transfer abuse , and the excessive level of immigration ?",0,1,1,1,1
